Source page: http://www.oxforddictionaries.com/top1000/english,
link,link/_text,link/_title,arl_value,arldict_flag,label,definition_description,"_PAGE_NUMBER"
"http://www.oxforddictionaries.com/definition/english/manager","manager British & World English","English definition of manager in Oxford Dictionaries (British & World English)","manager","British & World English","…","A person responsible for controlling or administering an organization or group of staff","10"
"http://www.oxforddictionaries.com/definition/english/many","many British & World English","English definition of many in Oxford Dictionaries (British & World English)","many","British & World English","…","A large number of","10"
"http://www.oxforddictionaries.com/definition/english/mark","mark British & World English","English definition of mark in Oxford Dictionaries (British & World English)","mark","British & World English","…","A small area on a surface having a different colour from its surroundings, typically one caused by damage or dirt","11"
"http://www.oxforddictionaries.com/definition/english/market","market British & World English","English definition of market in Oxford Dictionaries (British & World English)","market","British & World English","…","A regular gathering of people for the purchase and sale of provisions, livestock, and other commodities","11"
"http://www.oxforddictionaries.com/definition/english/mass","mass British & World English","English definition of mass in Oxford Dictionaries (British & World English)","mass","British & World English","…","A large body of matter with no definite shape","11"
"http://www.oxforddictionaries.com/definition/english/match","match British & World English","English definition of match in Oxford Dictionaries (British & World English)","match","British & World English","…","A contest in which people or teams compete against each other in a particular sport","11"
"http://www.oxforddictionaries.com/definition/english/material","material British & World English","English definition of material in Oxford Dictionaries (British & World English)","material","British & World English","…","The matter from which a thing is or can be made","11"
"http://www.oxforddictionaries.com/definition/english/matter","matter British & World English","English definition of matter in Oxford Dictionaries (British & World English)","matter","British & World English","…","Physical substance in general, as distinct from mind and spirit; (in physics) that which occupies space and possesses rest mass, especially as distinct from energy","11"
"http://www.oxforddictionaries.com/definition/english/may","may British & World English","English definition of may in Oxford Dictionaries (British & World English)","may","British & World English","…","Expressing possibility","11"
"http://www.oxforddictionaries.com/definition/english/maybe","maybe British & World English","English definition of maybe in Oxford Dictionaries (British & World English)","maybe","British & World English","…","Perhaps; possibly","11"
"http://www.oxforddictionaries.com/definition/english/me","me British & World English","English definition of me in Oxford Dictionaries (British & World English)","me","British & World English","…","Used by a speaker to refer to himself or herself as the object of a verb or preposition","11"
"http://www.oxforddictionaries.com/definition/english/mean","mean British & World English","English definition of mean in Oxford Dictionaries (British & World English)","mean","British & World English","…","Intend to convey or refer to (a particular thing); signify","11"
"http://www.oxforddictionaries.com/definition/english/measure","measure British & World English","English definition of measure in Oxford Dictionaries (British & World English)","measure","British & World English","…","Ascertain the size, amount, or degree of (something) by using an instrument or device marked in standard units","11"
"http://www.oxforddictionaries.com/definition/english/media","media British & World English","English definition of media in Oxford Dictionaries (British & World English)","media","British & World English","…","The main means of mass communication (television, radio, and newspapers) regarded collectively","11"
"http://www.oxforddictionaries.com/definition/english/medical","medical British & World English","English definition of medical in Oxford Dictionaries (British & World English)","medical","British & World English","…","Relating to the science or practice of medicine","11"
"http://www.oxforddictionaries.com/definition/english/meet","meet British & World English","English definition of meet in Oxford Dictionaries (British & World English)","meet","British & World English","…","Arrange or happen to come into the presence or company of (someone)","11"
"http://www.oxforddictionaries.com/definition/english/meeting","meeting British & World English","English definition of meeting in Oxford Dictionaries (British & World English)","meeting","British & World English","…","An assembly of people for a particular purpose, especially for formal discussion","11"
"http://www.oxforddictionaries.com/definition/english/member","member British & World English","English definition of member in Oxford Dictionaries (British & World English)","member","British & World English","…","A person, animal, or plant belonging to a particular group","11"
"http://www.oxforddictionaries.com/definition/english/memory","memory British & World English","English definition of memory in Oxford Dictionaries (British & World English)","memory","British & World English","…","The faculty by which the mind stores and remembers information","11"
"http://www.oxforddictionaries.com/definition/english/mention","mention British & World English","English definition of mention in Oxford Dictionaries (British & World English)","mention","British & World English","…","Refer to (something) briefly and without going into detail","11"
"http://www.oxforddictionaries.com/definition/english/message","message British & World English","English definition of message in Oxford Dictionaries (British & World English)","message","British & World English","…","A verbal, written, or recorded communication sent to or left for a recipient who cannot be contacted directly","11"
"http://www.oxforddictionaries.com/definition/english/method","method British & World English","English definition of method in Oxford Dictionaries (British & World English)","method","British & World English","…","A particular procedure for accomplishing or approaching something, especially a systematic or established one","11"
"http://www.oxforddictionaries.com/definition/english/might","might British & World English","English definition of might in Oxford Dictionaries (British & World English)","might","British & World English","…","past of may, used especially.","11"
"http://www.oxforddictionaries.com/definition/english/military","military British & World English","English definition of military in Oxford Dictionaries (British & World English)","military","British & World English","…","Relating to or characteristic of soldiers or armed forces","11"
"http://www.oxforddictionaries.com/definition/english/million","million British & World English","English definition of million in Oxford Dictionaries (British & World English)","million","British & World English","…","The number equivalent to the product of a thousand and a thousand; 1,000,000 or 106","11"
"http://www.oxforddictionaries.com/definition/english/mind","mind British & World English","English definition of mind in Oxford Dictionaries (British & World English)","mind","British & World English","…","The element of a person that enables them to be aware of the world and their experiences, to think, and to feel; the faculty of consciousness and thought","11"
"http://www.oxforddictionaries.com/definition/english/minister","minister British & World English","English definition of minister in Oxford Dictionaries (British & World English)","minister","British & World English","…","(In certain countries) a head of a government department","11"
"http://www.oxforddictionaries.com/definition/english/minute","minute British & World English","English definition of minute in Oxford Dictionaries (British & World English)","minute","British & World English","…","A period of time equal to sixty seconds or a sixtieth of an hour","11"
"http://www.oxforddictionaries.com/definition/english/miss","miss British & World English","English definition of miss in Oxford Dictionaries (British & World English)","miss","British & World English","…","Fail to hit, reach, or come into contact with (something aimed at)","11"
"http://www.oxforddictionaries.com/definition/english/mix","mix British & World English","English definition of mix in Oxford Dictionaries (British & World English)","mix","British & World English","…","Combine or put together to form one substance or mass","11"
"http://www.oxforddictionaries.com/definition/english/model","model British & World English","English definition of model in Oxford Dictionaries (British & World English)","model","British & World English","…","A three-dimensional representation of a person or thing or of a proposed structure, typically on a smaller scale than the original","11"
"http://www.oxforddictionaries.com/definition/english/modern","modern British & World English","English definition of modern in Oxford Dictionaries (British & World English)","modern","British & World English","…","Relating to the present or recent times as opposed to the remote past","11"
"http://www.oxforddictionaries.com/definition/english/moment","moment British & World English","English definition of moment in Oxford Dictionaries (British & World English)","moment","British & World English","…","A very brief period of time","11"
"http://www.oxforddictionaries.com/definition/english/money","money British & World English","English definition of money in Oxford Dictionaries (British & World English)","money","British & World English","…","A current medium of exchange in the form of coins and banknotes; coins and banknotes collectively","11"
"http://www.oxforddictionaries.com/definition/english/month","month British & World English","English definition of month in Oxford Dictionaries (British & World English)","month","British & World English","…","Each of the twelve named periods into which a year is divided","11"
"http://www.oxforddictionaries.com/definition/english/more","more British & World English","English definition of more in Oxford Dictionaries (British & World English)","more","British & World English","…","A greater or additional amount or degree","11"
"http://www.oxforddictionaries.com/definition/english/most","most British & World English","English definition of most in Oxford Dictionaries (British & World English)","most","British & World English","…","Greatest in amount or degree","11"
"http://www.oxforddictionaries.com/definition/english/mother","mother British & World English","English definition of mother in Oxford Dictionaries (British & World English)","mother","British & World English","…","A woman in relation to a child or children to whom she has given birth","11"
"http://www.oxforddictionaries.com/definition/english/move","move British & World English","English definition of move in Oxford Dictionaries (British & World English)","move","British & World English","…","Go in a specified direction or manner; change position","11"
"http://www.oxforddictionaries.com/definition/english/movement","movement British & World English","English definition of movement in Oxford Dictionaries (British & World English)","movement","British & World English","…","An act of moving","11"
"http://www.oxforddictionaries.com/definition/english/movie","movie British & World English","English definition of movie in Oxford Dictionaries (British & World English)","movie","British & World English","…","A cinema film","11"
"http://www.oxforddictionaries.com/definition/english/much","much British & World English","English definition of much in Oxford Dictionaries (British & World English)","much","British & World English","…","A large amount","11"
"http://www.oxforddictionaries.com/definition/english/music","music British & World English","English definition of music in Oxford Dictionaries (British & World English)","music","British & World English","…","Vocal or instrumental sounds (or both) combined in such a way as to produce beauty of form, harmony, and expression of emotion","11"
"http://www.oxforddictionaries.com/definition/english/must","must British & World English","English definition of must in Oxford Dictionaries (British & World English)","must","British & World English","…","Be obliged to; should (expressing necessity)","11"
"http://www.oxforddictionaries.com/definition/english/my","my British & World English","English definition of my in Oxford Dictionaries (British & World English)","my","British & World English","…","Belonging to or associated with the speaker","11"
"http://www.oxforddictionaries.com/definition/english/myself","myself British & World English","English definition of myself in Oxford Dictionaries (British & World English)","myself","British & World English","…","Used by a speaker to refer to himself or herself as the object of a verb or preposition when he or she is the subject of the clause","11"
"http://www.oxforddictionaries.com/definition/english/name","name British & World English","English definition of name in Oxford Dictionaries (British & World English)","name","British & World English","…","A word or set of words by which a person or thing is known, addressed, or referred to","11"
"http://www.oxforddictionaries.com/definition/english/nation","nation British & World English","English definition of nation in Oxford Dictionaries (British & World English)","nation","British & World English","…","A large body of people united by common descent, history, culture, or language, inhabiting a particular state or territory","11"
"http://www.oxforddictionaries.com/definition/english/national","national British & World English","English definition of national in Oxford Dictionaries (British & World English)","national","British & World English","…","Relating to or characteristic of a nation; common to a whole nation","11"
"http://www.oxforddictionaries.com/definition/english/natural","natural British & World English","English definition of natural in Oxford Dictionaries (British & World English)","natural","British & World English","…","Existing in or derived from nature; not made or caused by humankind","11"
"http://www.oxforddictionaries.com/definition/english/nature","nature British & World English","English definition of nature in Oxford Dictionaries (British & World English)","nature","British & World English","…","The phenomena of the physical world collectively, including plants, animals, the landscape, and other features and products of the earth, as opposed to humans or human creations","11"
"http://www.oxforddictionaries.com/definition/english/near","near British & World English","English definition of near in Oxford Dictionaries (British & World English)","near","British & World English","…","At or to a short distance away; nearby","11"
"http://www.oxforddictionaries.com/definition/english/nearly","nearly British & World English","English definition of nearly in Oxford Dictionaries (British & World English)","nearly","British & World English","…","Very close to; almost","12"
"http://www.oxforddictionaries.com/definition/english/necessary","necessary British & World English","English definition of necessary in Oxford Dictionaries (British & World English)","necessary","British & World English","…","Needed to be done, achieved, or present; essential","12"
"http://www.oxforddictionaries.com/definition/english/need","need British & World English","English definition of need in Oxford Dictionaries (British & World English)","need","British & World English","…","Require (something) because it is essential or very important rather than just desirable","12"
"http://www.oxforddictionaries.com/definition/english/network","network British & World English","English definition of network in Oxford Dictionaries (British & World English)","network","British & World English","…","An arrangement of intersecting horizontal and vertical lines","12"
"http://www.oxforddictionaries.com/definition/english/never","never British & World English","English definition of never in Oxford Dictionaries (British & World English)","never","British & World English","…","At no time in the past or future; not ever","12"
"http://www.oxforddictionaries.com/definition/english/new","new British & World English","English definition of new in Oxford Dictionaries (British & World English)","new","British & World English","…","Produced, introduced, or discovered recently or now for the first time; not existing before","12"
"http://www.oxforddictionaries.com/definition/english/news","news British & World English","English definition of news in Oxford Dictionaries (British & World English)","news","British & World English","…","Newly received or noteworthy information, especially about recent events","12"
"http://www.oxforddictionaries.com/definition/english/next","next British & World English","English definition of next in Oxford Dictionaries (British & World English)","next","British & World English","…","(Of a time) coming immediately after the time of writing or speaking","12"
"http://www.oxforddictionaries.com/definition/english/nice","nice British & World English","English definition of nice in Oxford Dictionaries (British & World English)","nice","British & World English","…","Giving pleasure or satisfaction; pleasant or attractive","12"
"http://www.oxforddictionaries.com/definition/english/night","night British & World English","English definition of night in Oxford Dictionaries (British & World English)","night","British & World English","…","The period from sunset to sunrise in each twenty-four hours","12"
"http://www.oxforddictionaries.com/definition/english/no","no British & World English","English definition of no in Oxford Dictionaries (British & World English)","no","British & World English","…","Not any","12"
"http://www.oxforddictionaries.com/definition/english/normal","normal British & World English","English definition of normal in Oxford Dictionaries (British & World English)","normal","British & World English","…","Conforming to a standard; usual, typical, or expected","12"
"http://www.oxforddictionaries.com/definition/english/not","not British & World English","English definition of not in Oxford Dictionaries (British & World English)","not","British & World English","…","Used with an auxiliary verb or ‘be’ to form the negative","12"
"http://www.oxforddictionaries.com/definition/english/note","note British & World English","English definition of note in Oxford Dictionaries (British & World English)","note","British & World English","…","A brief record of points or ideas written down as an aid to memory","12"
"http://www.oxforddictionaries.com/definition/english/nothing","nothing British & World English","English definition of nothing in Oxford Dictionaries (British & World English)","nothing","British & World English","…","Not anything; no single thing","12"
"http://www.oxforddictionaries.com/definition/english/notice","notice British & World English","English definition of notice in Oxford Dictionaries (British & World English)","notice","British & World English","…","The fact of observing or paying attention to something","12"
"http://www.oxforddictionaries.com/definition/english/now","now British & World English","English definition of now in Oxford Dictionaries (British & World English)","now","British & World English","…","At the present time or moment","12"
"http://www.oxforddictionaries.com/definition/english/number","number British & World English","English definition of number in Oxford Dictionaries (British & World English)","number","British & World English","…","An arithmetical value, expressed by a word, symbol, or figure, representing a particular quantity and used in counting and making calculations","12"
"http://www.oxforddictionaries.com/definition/english/observe","observe British & World English","English definition of observe in Oxford Dictionaries (British & World English)","observe","British & World English","…","Notice or perceive (something) and register it as being significant","12"
"http://www.oxforddictionaries.com/definition/english/obtain","obtain British & World English","English definition of obtain in Oxford Dictionaries (British & World English)","obtain","British & World English","…","Get, acquire, or secure (something)","12"
"http://www.oxforddictionaries.com/definition/english/occur","occur British & World English","English definition of occur in Oxford Dictionaries (British & World English)","occur","British & World English","…","Happen; take place","12"
"http://www.oxforddictionaries.com/definition/english/of","of British & World English","English definition of of in Oxford Dictionaries (British & World English)","of","British & World English","…","Expressing the relationship between a part and a whole:","12"
"http://www.oxforddictionaries.com/definition/english/off","off British & World English","English definition of off in Oxford Dictionaries (British & World English)","off","British & World English","…","Away from the place in question; to or at a distance","12"
"http://www.oxforddictionaries.com/definition/english/offer","offer British & World English","English definition of offer in Oxford Dictionaries (British & World English)","offer","British & World English","…","Present or proffer (something) for (someone) to accept or reject as desired","12"
"http://www.oxforddictionaries.com/definition/english/office","office British & World English","English definition of office in Oxford Dictionaries (British & World English)","office","British & World English","…","A room, set of rooms, or building used as a place of business for non-manual work","12"
"http://www.oxforddictionaries.com/definition/english/officer","officer British & World English","English definition of officer in Oxford Dictionaries (British & World English)","officer","British & World English","…","A person holding a position of authority, especially one with a commission, in the armed services, the mercantile marine, or on a passenger ship","12"
"http://www.oxforddictionaries.com/definition/english/official","official British & World English","English definition of official in Oxford Dictionaries (British & World English)","official","British & World English","…","Relating to an authority or public body and its activities and responsibilities","12"
"http://www.oxforddictionaries.com/definition/english/often","often British & World English","English definition of often in Oxford Dictionaries (British & World English)","often","British & World English","…","Frequently; many times","12"
"http://www.oxforddictionaries.com/definition/english/oil","oil British & World English","English definition of oil in Oxford Dictionaries (British & World English)","oil","British & World English","…","A viscous liquid derived from petroleum, especially for use as a fuel or lubricant","12"
"http://www.oxforddictionaries.com/definition/english/old","old British & World English","English definition of old in Oxford Dictionaries (British & World English)","old","British & World English","…","Having lived for a long time; no longer young","12"
"http://www.oxforddictionaries.com/definition/english/on","on British & World English","English definition of on in Oxford Dictionaries (British & World English)","on","British & World English","…","Physically in contact with and supported by (a surface)","12"
"http://www.oxforddictionaries.com/definition/english/once","once British & World English","English definition of once in Oxford Dictionaries (British & World English)","once","British & World English","…","On one occasion or for one time only","12"
"http://www.oxforddictionaries.com/definition/english/one","one British & World English","English definition of one in Oxford Dictionaries (British & World English)","one","British & World English","…","The lowest cardinal number; half of two; 1","12"
"http://www.oxforddictionaries.com/definition/english/only","only British & World English","English definition of only in Oxford Dictionaries (British & World English)","only","British & World English","…","And no one or nothing more besides; solely","12"
"http://www.oxforddictionaries.com/definition/english/open","open British & World English","English definition of open in Oxford Dictionaries (British & World English)","open","British & World English","…","Allowing access, passage, or a view through an empty space; not closed or blocked","12"
"http://www.oxforddictionaries.com/definition/english/operation","operation British & World English","English definition of operation in Oxford Dictionaries (British & World English)","operation","British & World English","…","The action of functioning or the fact of being active or in effect","12"
"http://www.oxforddictionaries.com/definition/english/opinion","opinion British & World English","English definition of opinion in Oxford Dictionaries (British & World English)","opinion","British & World English","…","A view or judgement formed about something, not necessarily based on fact or knowledge","12"
"http://www.oxforddictionaries.com/definition/english/opportunity","opportunity British & World English","English definition of opportunity in Oxford Dictionaries (British & World English)","opportunity","British & World English","…","A time or set of circumstances that makes it possible to do something","12"
"http://www.oxforddictionaries.com/definition/english/option","option British & World English","English definition of option in Oxford Dictionaries (British & World English)","option","British & World English","…","A thing that is or may be chosen","12"
"http://www.oxforddictionaries.com/definition/english/or","or British & World English","English definition of or in Oxford Dictionaries (British & World English)","or","British & World English","…","Used to link alternatives","12"
"http://www.oxforddictionaries.com/definition/english/order","order British & World English","English definition of order in Oxford Dictionaries (British & World English)","order","British & World English","…","The arrangement or disposition of people or things in relation to each other according to a particular sequence, pattern, or method","12"
"http://www.oxforddictionaries.com/definition/english/organization","organization British & World English","English definition of organization in Oxford Dictionaries (British & World English)","organization","British & World English","…","An organized group of people with a particular purpose, such as a business or government department","12"
"http://www.oxforddictionaries.com/definition/english/organize","organize British & World English","English definition of organize in Oxford Dictionaries (British & World English)","organize","British & World English","…","Arrange systematically; order","12"
"http://www.oxforddictionaries.com/definition/english/original","original British & World English","English definition of original in Oxford Dictionaries (British & World English)","original","British & World English","…","Present or existing from the beginning; first or earliest","12"
"http://www.oxforddictionaries.com/definition/english/other","other British & World English","English definition of other in Oxford Dictionaries (British & World English)","other","British & World English","…","Used to refer to a person or thing that is different or distinct from one already mentioned or known about","12"
"http://www.oxforddictionaries.com/definition/english/our","our British & World English","English definition of our in Oxford Dictionaries (British & World English)","our","British & World English","…","Belonging to or associated with the speaker and one or more other people previously mentioned or easily identified","12"
"http://www.oxforddictionaries.com/definition/english/out","out British & World English","English definition of out in Oxford Dictionaries (British & World English)","out","British & World English","…","Moving or appearing to move away from a particular place, especially one that is enclosed or hidden","12"
"http://www.oxforddictionaries.com/definition/english/outside","outside British & World English","English definition of outside in Oxford Dictionaries (British & World English)","outside","British & World English","…","The external side or surface of something","12"
"http://www.oxforddictionaries.com/definition/english/over","over British & World English","English definition of over in Oxford Dictionaries (British & World English)","over","British & World English","…","Extending directly upwards from","12"
"http://www.oxforddictionaries.com/definition/english/overall","overall British & World English","English definition of overall in Oxford Dictionaries (British & World English)","overall","British & World English","…","Taking everything into account","12"
"http://www.oxforddictionaries.com/definition/english/own","own British & World English","English definition of own in Oxford Dictionaries (British & World English)","own","British & World English","…","Used with a possessive to emphasize that someone or something belongs or relates to the person mentioned","13"
"http://www.oxforddictionaries.com/definition/english/owner","owner British & World English","English definition of owner in Oxford Dictionaries (British & World English)","owner","British & World English","…","A person who owns something","13"
"http://www.oxforddictionaries.com/definition/english/page","page British & World English","English definition of page in Oxford Dictionaries (British & World English)","page","British & World English","…","One or both sides of a sheet of paper in a book, magazine, newspaper, or other collection of bound sheets","13"
"http://www.oxforddictionaries.com/definition/english/paper","paper British & World English","English definition of paper in Oxford Dictionaries (British & World English)","paper","British & World English","…","Material manufactured in thin sheets from the pulp of wood or other fibrous substances, used for writing, drawing, or printing on, or as wrapping material","13"
"http://www.oxforddictionaries.com/definition/english/parent","parent British & World English","English definition of parent in Oxford Dictionaries (British & World English)","parent","British & World English","…","A person’s father or mother","13"
"http://www.oxforddictionaries.com/definition/english/part","part British & World English","English definition of part in Oxford Dictionaries (British & World English)","part","British & World English","…","An amount or section which, when combined with others, makes up the whole of something","13"
"http://www.oxforddictionaries.com/definition/english/particular","particular British & World English","English definition of particular in Oxford Dictionaries (British & World English)","particular","British & World English","…","Used to single out an individual member of a specified group or class","13"
"http://www.oxforddictionaries.com/definition/english/particularly","particularly British & World English","English definition of particularly in Oxford Dictionaries (British & World English)","particularly","British & World English","…","To a higher degree than is usual or average","13"
"http://www.oxforddictionaries.com/definition/english/partner","partner British & World English","English definition of partner in Oxford Dictionaries (British & World English)","partner","British & World English","…","A person who takes part in an undertaking with another or others, especially in a business or firm with shared risks and profits","13"
"http://www.oxforddictionaries.com/definition/english/party","party British & World English","English definition of party in Oxford Dictionaries (British & World English)","party","British & World English","…","A social gathering of invited guests, typically involving eating, drinking, and entertainment","13"
"http://www.oxforddictionaries.com/definition/english/pass","pass British & World English","English definition of pass in Oxford Dictionaries (British & World English)","pass","British & World English","…","Move or cause to move in a specified direction","13"
"http://www.oxforddictionaries.com/definition/english/past","past British & World English","English definition of past in Oxford Dictionaries (British & World English)","past","British & World English","…","Gone by in time and no longer existing","13"
"http://www.oxforddictionaries.com/definition/english/patient","patient British & World English","English definition of patient in Oxford Dictionaries (British & World English)","patient","British & World English","…","Able to accept or tolerate delays, problems, or suffering without becoming annoyed or anxious","13"
"http://www.oxforddictionaries.com/definition/english/pattern","pattern British & World English","English definition of pattern in Oxford Dictionaries (British & World English)","pattern","British & World English","…","A repeated decorative design","13"
"http://www.oxforddictionaries.com/definition/english/pay","pay British & World English","English definition of pay in Oxford Dictionaries (British & World English)","pay","British & World English","…","Give (someone) money that is due for work done, goods received, or a debt incurred","13"
"http://www.oxforddictionaries.com/definition/english/people","people British & World English","English definition of people in Oxford Dictionaries (British & World English)","people","British & World English","…","Human beings in general or considered collectively","13"
"http://www.oxforddictionaries.com/definition/english/per","per British & World English","English definition of per in Oxford Dictionaries (British & World English)","per","British & World English","…","For each (used with units to express a rate)","13"
"http://www.oxforddictionaries.com/definition/english/per-cent","per cent British & World English","English definition of per cent in Oxford Dictionaries (British & World English)","per cent","British & World English","…","By a specified amount in or for every hundred","13"
"http://www.oxforddictionaries.com/definition/english/perform","perform British & World English","English definition of perform in Oxford Dictionaries (British & World English)","perform","British & World English","…","Carry out, accomplish, or fulfil (an action, task, or function)","13"
"http://www.oxforddictionaries.com/definition/english/performance","performance British & World English","English definition of performance in Oxford Dictionaries (British & World English)","performance","British & World English","…","An act of presenting a play, concert, or other form of entertainment","13"
"http://www.oxforddictionaries.com/definition/english/perhaps","perhaps British & World English","English definition of perhaps in Oxford Dictionaries (British & World English)","perhaps","British & World English","…","Used to express uncertainty or possibility","13"
"http://www.oxforddictionaries.com/definition/english/period","period British & World English","English definition of period in Oxford Dictionaries (British & World English)","period","British & World English","…","A length or portion of time","13"
"http://www.oxforddictionaries.com/definition/english/person","person British & World English","English definition of person in Oxford Dictionaries (British & World English)","person","British & World English","…","A human being regarded as an individual","13"
"http://www.oxforddictionaries.com/definition/english/personal","personal British & World English","English definition of personal in Oxford Dictionaries (British & World English)","personal","British & World English","…","Belonging to or affecting a particular person rather than anyone else","13"
"http://www.oxforddictionaries.com/definition/english/phone","phone British & World English","English definition of phone in Oxford Dictionaries (British & World English)","phone","British & World English","…","A telephone","13"
"http://www.oxforddictionaries.com/definition/english/physical","physical British & World English","English definition of physical in Oxford Dictionaries (British & World English)","physical","British & World English","…","Relating to the body as opposed to the mind","13"
"http://www.oxforddictionaries.com/definition/english/pick","pick British & World English","English definition of pick in Oxford Dictionaries (British & World English)","pick","British & World English","…","Detach and remove (a flower, fruit, or vegetable) from where it is growing","13"
"http://www.oxforddictionaries.com/definition/english/picture","picture British & World English","English definition of picture in Oxford Dictionaries (British & World English)","picture","British & World English","…","A painting or drawing","13"
"http://www.oxforddictionaries.com/definition/english/piece","piece British & World English","English definition of piece in Oxford Dictionaries (British & World English)","piece","British & World English","…","A portion of an object or of material, produced by cutting, tearing, or breaking the whole","13"
"http://www.oxforddictionaries.com/definition/english/place","place British & World English","English definition of place in Oxford Dictionaries (British & World English)","place","British & World English","…","A particular position, point, or area in space; a location","13"
"http://www.oxforddictionaries.com/definition/english/plan","plan British & World English","English definition of plan in Oxford Dictionaries (British & World English)","plan","British & World English","…","A detailed proposal for doing or achieving something","13"
"http://www.oxforddictionaries.com/definition/english/plant","plant British & World English","English definition of plant in Oxford Dictionaries (British & World English)","plant","British & World English","…","A living organism of the kind exemplified by trees, shrubs, herbs, grasses, ferns, and mosses, typically growing in a permanent site, absorbing water and inorganic substances through its roots, and synthesizing nutrients in its leaves by photosynthesis using the green pigment chlorophyll","13"
"http://www.oxforddictionaries.com/definition/english/play","play British & World English","English definition of play in Oxford Dictionaries (British & World English)","play","British & World English","…","Engage in activity for enjoyment and recreation rather than a serious or practical purpose","13"
"http://www.oxforddictionaries.com/definition/english/player","player British & World English","English definition of player in Oxford Dictionaries (British & World English)","player","British & World English","…","A person taking part in a sport or game","13"
"http://www.oxforddictionaries.com/definition/english/please","please British & World English","English definition of please in Oxford Dictionaries (British & World English)","please","British & World English","…","Cause to feel happy and satisfied","13"
"http://www.oxforddictionaries.com/definition/english/point","point British & World English","English definition of point in Oxford Dictionaries (British & World English)","point","British & World English","…","The tapered, sharp end of a tool, weapon, or other object","13"
"http://www.oxforddictionaries.com/definition/english/police","police British & World English","English definition of police in Oxford Dictionaries (British & World English)","police","British & World English","…","The civil force of a state, responsible for the prevention and detection of crime and the maintenance of public order","13"
"http://www.oxforddictionaries.com/definition/english/policy","policy British & World English","English definition of policy in Oxford Dictionaries (British & World English)","policy","British & World English","…","A course or principle of action adopted or proposed by an organization or individual","13"
"http://www.oxforddictionaries.com/definition/english/political","political British & World English","English definition of political in Oxford Dictionaries (British & World English)","political","British & World English","…","Of or relating to the government or public affairs of a country","13"
"http://www.oxforddictionaries.com/definition/english/poor","poor British & World English","English definition of poor in Oxford Dictionaries (British & World English)","poor","British & World English","…","Lacking sufficient money to live at a standard considered comfortable or normal in a society","13"
"http://www.oxforddictionaries.com/definition/english/popular","popular British & World English","English definition of popular in Oxford Dictionaries (British & World English)","popular","British & World English","…","Liked or admired by many people or by a particular person or group","13"
"http://www.oxforddictionaries.com/definition/english/population","population British & World English","English definition of population in Oxford Dictionaries (British & World English)","population","British & World English","…","All the inhabitants of a particular place","13"
"http://www.oxforddictionaries.com/definition/english/position","position British & World English","English definition of position in Oxford Dictionaries (British & World English)","position","British & World English","…","A place where someone or something is located or has been put","13"
"http://www.oxforddictionaries.com/definition/english/positive","positive British & World English","English definition of positive in Oxford Dictionaries (British & World English)","positive","British & World English","…","Consisting in or characterized by the presence rather than the absence of distinguishing features","13"
"http://www.oxforddictionaries.com/definition/english/possible","possible British & World English","English definition of possible in Oxford Dictionaries (British & World English)","possible","British & World English","…","Able to be done or achieved","13"
"http://www.oxforddictionaries.com/definition/english/post","post British & World English","English definition of post in Oxford Dictionaries (British & World English)","post","British & World English","…","A long, sturdy piece of timber or metal set upright in the ground and used as a support or marker","13"
"http://www.oxforddictionaries.com/definition/english/potential","potential British & World English","English definition of potential in Oxford Dictionaries (British & World English)","potential","British & World English","…","Having or showing the capacity to develop into something in the future","13"
"http://www.oxforddictionaries.com/definition/english/power","power British & World English","English definition of power in Oxford Dictionaries (British & World English)","power","British & World English","…","The ability or capacity to do something or act in a particular way","13"
"http://www.oxforddictionaries.com/definition/english/practice","practice British & World English","English definition of practice in Oxford Dictionaries (British & World English)","practice","British & World English","…","The actual application or use of an idea, belief, or method, as opposed to theories relating to it","13"
"http://www.oxforddictionaries.com/definition/english/presence","presence British & World English","English definition of presence in Oxford Dictionaries (British & World English)","presence","British & World English","…","The state or fact of existing, occurring, or being present","13"
"http://www.oxforddictionaries.com/definition/english/present","present British & World English","English definition of present in Oxford Dictionaries (British & World English)","present","British & World English","…","In a particular place","14"
"http://www.oxforddictionaries.com/definition/english/president","president British & World English","English definition of president in Oxford Dictionaries (British & World English)","president","British & World English","…","The elected head of a republican state","14"
"http://www.oxforddictionaries.com/definition/english/press","press British & World English","English definition of press in Oxford Dictionaries (British & World English)","press","British & World English","…","Move or cause to move into a position of contact with something by exerting continuous physical force","14"
